"","name","address","rating","lon","lat","subway","subway_dist","busstop","busstop_dist","href"
"70","Prisma","Полюстровский просп., 84, Санкт-Петербург, Россия • секция 106, этаж 1",4.5,"30.353121","59.988147","Лесная",1000,"Полюстровский проспект",350,"https://yandex.ru/maps/org/prisma/1329638894/"
"71","Верный","ул. Демьяна Бедного, 27, корп. 2, Санкт-Петербург, Россия",4.1,"30.39225","60.048665","Гражданский проспект",NA,"Улица Демьяна Бедного",110,"https://yandex.ru/maps/org/verny/1301343971/"
"72","EUROSPAR","Владимирский просп., 19, Санкт-Петербург, Россия",4.8,"30.346043","59.928652","Достоевская",61,"Владимирская площадь",97,"https://yandex.ru/maps/org/eurospar/66190683153/"
"73","Перекрёсток","просп. Просвещения, 81, Санкт-Петербург, Россия",4.3,"30.406916","60.037339","Гражданский проспект",790,"Улица Брянцева",140,"https://yandex.ru/maps/org/perekryostok/1047895492/"
"74","ВкусВилл","просп. Маршала Блюхера, 9, корп. 1, Санкт-Петербург, Россия",4.3,"30.377299","59.98003","Выборгская",NA,"Лабораторная улица",400,"https://yandex.ru/maps/org/vkusvill/202345326023/"
"75","Градусы","просп. Просвещения, 54, Санкт-Петербург, Россия",4.3,"30.359963","60.048273","Проспект Просвещения",NA,"Улица Кустодиева",99,"https://yandex.ru/maps/org/gradusy/1762773473/"
"76","Винлаб","Воронцовский бул., 11, корп. 1, посёлок Бугры, Россия",4.4,"30.421266","60.058822","Девяткино",NA,"Петровский бульвар",59,"https://yandex.ru/maps/org/vinlab/117899655144/"
"77","Хмель Солод","Воронцовский бул., 16, Мурино, Россия",4.1,"30.425715","60.062647","Девяткино",NA,"Графская улица",180,"https://yandex.ru/maps/org/khmel_solod/92457039069/"
"78","Винный склад","Инструментальная ул., 3В, Санкт-Петербург, Россия",5,"30.324299","59.974343","Петроградская",NA,"Аптекарская набережная - Сквер Столыпина",330,"https://yandex.ru/maps/org/vinny_sklad/167835918504/"
"79","Градусы","ул. Даниила Хармса, 3, корп. 1, Санкт-Петербург, Россия",4.3,"30.449766","60.033321","Девяткино",NA,"Новая Охта",250,"https://yandex.ru/maps/org/gradusy/1754380255/"
"80","РосАл 24","ул. Шувалова, 19, корп. 1, Мурино, Россия",4.2,"30.431545","60.061616","Девяткино",NA,"Графская улица",57,"https://yandex.ru/maps/org/rosal_24/150698317869/"
"81","B12 Zero Waste","6-я линия Васильевского острова, 31/29, Санкт-Петербург, Россия",4.8,"30.278893","59.943634","Василеостровская",210,"Станция метро Василеостровская",110,"https://yandex.ru/maps/org/b12_zerowaste/138078685067/"
"82","ВкусВилл","ул. Шоссе в Лаврики, 63, Мурино, Россия",4.1,"30.460129","60.063276","Девяткино",NA,"ЖК Тридевяткино царство",260,"https://yandex.ru/maps/org/vkusvill/196840296347/"
"83","Верный","Шоссейная ул., 15, посёлок Бугры, Россия",4.1,"30.395152","60.07033","Девяткино",NA,"Бугры-2",54,"https://yandex.ru/maps/org/verny/19735442252/"
"84","Гранат","ул. Шоссе в Лаврики, 57, корп. 3, Мурино, Россия",4.2,"30.463525","60.06018","Девяткино",NA,"Улица Шоссе в Лаврики, 57",470,"https://yandex.ru/maps/org/granat/44907917711/"
"85","Семишагофф","просп. Просвещения, 75, Санкт-Петербург, Россия • помещение 19Н",4.1,"30.402311","60.038528","Гражданский проспект",1000,"Светлановский проспект",210,"https://yandex.ru/maps/org/semishagoff/1774234952/"
"86","Магазин","6-й Верхний пер., 1Д, Санкт-Петербург, Россия",4.4,"30.37193","60.074705","Парнас",NA,"Домостроительная улица",300,"https://yandex.ru/maps/org/magazin/215639629431/"
"87","Колхоз","ул. Фёдора Абрамова, 8, корп. 1, посёлок Парголово, Россия",4.4,"30.337949","60.072107","Парнас",590,"Улица Фёдора Абрамова, 8",69,"https://yandex.ru/maps/org/kolkhoz/126021490337/"
"88","Градусы","просп. Просвещения, 68, корп. 1, Санкт-Петербург, Россия",4.3,"30.380041","60.044154","Гражданский проспект",NA,"Поликлиника № 96",110,"https://yandex.ru/maps/org/gradusy/1783383090/"
"89","Градусы","просп. Художников, 30, корп. 1, Санкт-Петербург, Россия",4.2,"30.355232","60.051333","Проспект Просвещения",NA,"Сиреневый бульвар",200,"https://yandex.ru/maps/org/gradusy/7209710262/"
"90","Прошуттерия","Озерной пер., 7, Санкт-Петербург, Россия",4.9,"30.363535","59.93781","Площадь Восстания",850,"Мальцевский рынок",200,"https://yandex.ru/maps/org/proshutteriya/19551807110/"
"91","ВкусВилл","ул. Есенина, 1, корп. 1, Санкт-Петербург, Россия",4.3,"30.330383","60.029118","Озерки",NA,"Северный проспект",180,"https://yandex.ru/maps/org/vkusvill/14371153157/"
"92","Green Point","Литейный просп., 21, Санкт-Петербург, Россия",4.5,"30.348093","59.942927","Чернышевская",840,"Улица Пестеля",51,"https://yandex.ru/maps/org/green_point/2595215580/"
"93","Верный","просп. Культуры, 29, корп. 1, Санкт-Петербург, Россия",4.1,"30.380615","60.049627","Гражданский проспект",NA,"Проспект Культуры, 31",120,"https://yandex.ru/maps/org/verny/1181106631/"
"94","Градусы","Сиреневый бул., 18, корп. 1, Санкт-Петербург, Россия",4.3,"30.36332","60.052536","Проспект Просвещения",NA,"Сиреневый бульвар, 18",160,"https://yandex.ru/maps/org/gradusy/100916990499/"
"95","Перекрёсток","ул. Карбышева, 9, Санкт-Петербург, Россия • литер А",4.4,"30.35256","59.993148","Площадь Мужества",NA,"Улица Карбышева",260,"https://yandex.ru/maps/org/perekryostok/96759784640/"
"96","ВкусВилл","Кондратьевский просп., 62, корп. 2, Санкт-Петербург, Россия",4.3,"30.39448","59.980641","Выборгская",NA,"Кондратьевский проспект, 62",200,"https://yandex.ru/maps/org/vkusvill/23272623364/"
"97","EUROSPAR","Невский просп., 48, Санкт-Петербург, Россия",4.6,"30.334406","59.935163","Гостиный двор",300,"Итальянская улица",240,"https://yandex.ru/maps/org/eurospar/110236798747/"
"98","Семишагофф","ул. Ушинского, 35, корп. 1, Санкт-Петербург, Россия • этаж 1",3.9,"30.415261","60.041185","Гражданский проспект",920,"Тимуровская улица",97,"https://yandex.ru/maps/org/semishagoff/1806394888/"
"99","Семишагофф","просп. Культуры, 12, корп. 1, Санкт-Петербург, Россия",4,"30.36773","60.039446","Проспект Просвещения",NA,"Проспект Культуры, 11",270,"https://yandex.ru/maps/org/semishagoff/62661079254/"
"100","Винлаб","ул. Шувалова, 22, корп. 1, Мурино, Россия",4.3,"30.431915","60.06008","Девяткино",NA,"Графская улица",780,"https://yandex.ru/maps/org/vinlab/95402810447/"
"101","Бомонд24.ру","Большая Пороховская ул., 61, Санкт-Петербург, Россия",4.9,"30.445917","59.952624","Ладожская",3000,"Бокситогорская улица",210,"https://yandex.ru/maps/org/bomond24_ru/86120727073/"
"102","Винлаб","ул. Шоссе в Лаврики, 63, Мурино, Россия",4.3,"30.460147","60.063116","Девяткино",NA,"ЖК Тридевяткино царство",280,"https://yandex.ru/maps/org/vinlab/194331260816/"
"103","Гастрономическая лавка","Кременчугская ул., 11, корп. 1, Санкт-Петербург, Россия",4.7,"30.371222","59.922882","Площадь Александра Невского-2",NA,"Больница имени Боткина",340,"https://yandex.ru/maps/org/gastronomicheskaya_lavka/181719758285/"
"104","Красное&Белое","Светлановский просп., 115, корп. 1, Санкт-Петербург, Россия",4.5,"30.40313","60.043776","Гражданский проспект",NA,"Светлановский проспект",48,"https://yandex.ru/maps/org/krasnoye_beloye/145045241345/"
"105","Оливия","ул. Савушкина, 48, Санкт-Петербург, Россия",4.7,"30.281075","59.984458","Чёрная речка",NA,"Улица Оскаленко",170,"https://yandex.ru/maps/org/oliviya/1243652334/"
"106","Mak market","Петровский бул., 7, Мурино, Россия",4.1,"30.433558","60.056633","Девяткино",NA,"Улица Шувалова",240,"https://yandex.ru/maps/org/mak_market/66976017550/"
"107","Оливия","Суворовский просп., 23, Санкт-Петербург, Россия",4.4,"30.373053","59.936518","Площадь Восстания",NA,"Суворовский проспект",74,"https://yandex.ru/maps/org/oliviya/139922531144/"
"108","Семишагофф","просп. Непокорённых, 2, Санкт-Петербург, Россия • этаж 1",4.2,"30.365989","59.998492","Площадь Мужества",160,"Станция метро Площадь Мужества",70,"https://yandex.ru/maps/org/semishagoff/81011913381/"
"109","Колхоз","Толубеевский пр., 14, корп. 1, посёлок Парголово, Россия",4.3,"30.348579","60.076341","Парнас",NA,"Улица Николая Рубцова",550,"https://yandex.ru/maps/org/kolkhoz/111317664327/"
"110","Перекрёсток","Кушелевская дорога, 7, корп. 1, Санкт-Петербург, Россия",4.3,"30.375099","59.989547","Лесная",NA,"Кушелевская дорога, 5",290,"https://yandex.ru/maps/org/perekryostok/65251485896/"
"111","Градусы","просп. Просвещения, 33, корп. 1, Санкт-Петербург, Россия",4.2,"30.344533","60.050273","Проспект Просвещения",810,"Улица Ивана Фомина",220,"https://yandex.ru/maps/org/gradusy/151464121717/"
"112","Ароматный Мир","ул. Бутлерова, 9, корп. 2, Санкт-Петербург, Россия",4.6,"30.39895","60.002913","Академическая",NA,"Дворец спортивных игр Зенит",98,"https://yandex.ru/maps/org/aromatny_mir/1736786568/"
"113","Родной","Воронцовский бул., 11, корп. 1, посёлок Бугры, Россия",3.6,"30.420512","60.057209","Девяткино",NA,"Воронцовский бульвар",100,"https://yandex.ru/maps/org/rodnoy/46138768336/"
"114","Мясо Халяль","Главная ул., 50, д. Новое Девяткино, Россия",4.1,"30.477772","60.05752","Девяткино",NA,"Новое Девяткино-2",110,"https://yandex.ru/maps/org/myaso_khalyal/8984148709/"
